@relation 40dim

@attribute dim1 numeric
@attribute dim2 numeric
@attribute dim3 numeric
@attribute dim4 numeric
@attribute dim5 numeric
@attribute dim6 numeric
@attribute dim7 numeric
@attribute dim8 numeric
@attribute dim9 numeric
@attribute dim10 numeric
@attribute dim11 numeric
@attribute dim12 numeric
@attribute dim13 numeric
@attribute dim14 numeric
@attribute dim15 numeric
@attribute dim16 numeric
@attribute dim17 numeric
@attribute dim18 numeric
@attribute dim19 numeric
@attribute dim20 numeric
@attribute dim21 numeric
@attribute dim22 numeric
@attribute dim23 numeric
@attribute dim24 numeric
@attribute dim25 numeric
@attribute dim26 numeric
@attribute dim27 numeric
@attribute dim28 numeric
@attribute dim29 numeric
@attribute dim30 numeric
@attribute dim31 numeric
@attribute dim32 numeric
@attribute dim33 numeric
@attribute dim34 numeric
@attribute dim35 numeric
@attribute dim36 numeric
@attribute dim37 numeric
@attribute dim38 numeric
@attribute dim39 numeric
@attribute dim40 numeric
@attribute class1 {1,2}
@attribute class2 {1,2}
@attribute class3 {1,2}
@attribute class4 {1,2}

@data
34.815984,62.514645,62.570281,76.198088,64.433049,66.640266,83.235267,82.992943,82.572783,88.818325,77.211147,70.852176,72.192468,68.109929,100.935305,98.642632,110.585735,127.202429,118.639243,116.008482,35.345909,46.860641,55.132479,50.986586,52.75746,60.883153,64.134252,64.168384,65.130681,63.253765,25.513329,36.265899,55.29747,64.9189,60.298097,69.586967,73.309017,84.772998,72.773181,86.808565,2,1,1,2
36.426135,63.547107,63.832836,77.896899,65.936726,67.725572,84.291703,84.350044,83.235249,90.736873,77.717288,71.170343,72.863168,67.317215,100.064269,99.790278,111.459072,125.439772,116.380189,116.095862,37.201583,48.742017,56.926389,52.692352,54.286132,62.778391,65.705624,66.308003,66.772725,64.745119,29.105045,40.672429,58.317985,68.013446,63.65833,72.249832,76.588931,88.045905,75.452098,89.9034,2,1,1,2
34.776484,60.7913,61.496557,75.535323,63.274142,64.963063,82.585324,82.783529,81.401315,88.260583,76.396059,70.799931,73.500982,68.076146,100.30555,99.208595,112.617295,125.716616,117.098539,115.688475,45.780156,40.365716,71.871642,64.039367,89.343149,90.455413,91.241207,117.661392,107.868595,89.299047,53.295787,61.910625,86.304587,100.306051,114.865238,118.686581,114.783381,98.557134,105.895228,129.762725,2,1,2,1
35.417994,62.315812,62.888502,76.239663,64.738767,67.043308,83.565594,83.669547,82.050594,89.058816,76.725466,72.793165,73.09098,68.543392,101.032883,97.716762,111.55609,126.023761,118.424479,115.750072,36.413168,48.258062,56.134386,51.823363,54.063319,61.921277,65.170644,65.287886,66.139671,64.122091,27.255949,37.886714,57.406706,65.977229,60.951443,70.211892,74.432789,85.829689,73.362251,88.823581,2,1,1,2
35.116295,62.566599,63.288382,76.85745,65.070923,67.262311,83.60011,84.243729,82.52192,89.53978,77.273464,71.786888,72.184983,67.315494,99.951197,99.364107,113.200264,125.219888,117.95745,115.860956,44.068848,39.548819,71.091605,63.696795,89.043114,88.475589,90.682095,116.183613,107.107556,88.992584,26.60918,37.498607,55.880042,64.799232,60.728833,69.948715,73.703608,85.054499,72.290098,88.221085,2,1,2,2
34.804641,61.962084,62.281263,76.177101,64.222422,66.630532,82.692208,82.906112,81.657477,89.074239,75.958209,71.819999,71.841269,66.230806,98.450808,97.957858,109.609913,126.413053,116.889571,114.530817,44.771525,39.027686,71.249402,64.84446,89.980785,87.636777,91.128633,118.536981,108.213861,89.448357,27.853114,38.904422,57.636191,66.228761,62.403103,70.672533,75.568161,86.696168,73.966864,89.476521,2,1,2,2
35.222652,62.166799,62.851212,75.875,64.402185,66.729103,83.782321,83.317173,82.089058,89.387106,34.542991,45.208321,78.878006,74.105401,76.67026,111.033028,91.093556,81.446158,120.243785,106.237196,36.889454,48.417588,56.472143,52.321175,54.369312,62.048445,65.448839,65.933812,66.431179,64.278432,53.207307,59.915711,84.637443,98.388082,113.809846,117.253595,113.740568,97.965802,105.48778,129.108381,2,2,1,1
34.532282,61.382843,62.15364,75.889657,63.749561,66.408071,82.420806,82.89328,81.650582,88.872044,35.146345,43.246967,78.222227,73.851463,77.104071,109.071162,89.903004,81.059114,118.661323,105.686681,44.120223,36.819204,70.259342,64.670077,88.590836,88.97883,90.464751,117.320174,107.840322,88.750547,53.695405,60.367844,85.320905,99.621604,114.208143,119.055657,113.91816,97.903085,106.521,129.391059,2,2,2,1
34.347068,61.688891,61.956864,75.691668,64.149558,66.0863,82.162673,82.946974,81.21422,88.289238,34.674611,43.908702,78.815289,75.658371,78.072676,111.064092,91.052195,81.248275,119.109714,106.447906,46.322917,39.384725,70.828873,63.764547,87.452104,90.078681,91.406562,117.423035,107.544691,87.769243,52.961012,59.555421,84.749218,98.045909,114.339931,116.864268,113.902142,98.258347,104.248356,128.655638,2,2,2,1
36.404759,63.713208,63.94563,77.268867,66.121195,68.036425,84.322559,84.931289,83.709916,90.744654,36.034632,45.161524,78.607691,74.720088,78.294239,110.275098,91.278831,79.9143,118.009628,107.65116,44.881833,39.823739,71.238254,63.947865,88.893141,87.998876,90.608039,117.886547,106.844833,87.617185,26.106237,36.277636,55.574408,64.38939,61.227259,69.130801,73.924846,84.832867,72.074798,87.633897,2,2,2,2
36.056134,63.021997,63.455938,76.591591,65.751711,67.118547,83.984983,83.594217,82.582349,89.889655,32.699634,43.976151,77.207274,73.791118,77.608569,110.100198,90.478788,80.913221,120.840422,106.341447,43.37827,37.598679,70.972926,61.971856,89.376775,88.864333,89.396406,116.262492,109.20395,89.976086,27.414425,37.762388,57.123032,66.195888,61.448811,69.785797,75.044618,86.779542,72.638976,88.520435,2,2,2,2
36.30073,62.093028,62.936228,77.255645,65.0946,67.116878,84.052371,83.136481,82.660932,89.925993,36.180025,44.993671,77.721883,75.419232,78.70748,111.672241,90.601938,81.290741,119.634194,106.673596,37.097216,48.631811,56.267398,52.214408,54.183549,62.280429,65.499983,65.685824,66.234539,64.696692,53.57238,60.5958,86.185038,99.291501,114.24221,118.837121,114.198991,97.451189,106.647387,129.814861,2,2,1,1
36.580266,63.773211,64.042586,77.253759,65.969915,68.188617,84.442705,84.534368,83.929325,90.466546,34.503098,45.373172,78.04909,75.484636,78.13155,112.211441,91.561087,81.293481,119.956854,107.223436,46.436728,41.435824,71.174536,64.587213,88.945019,89.316009,91.571631,118.163316,107.987925,87.168762,53.899876,61.326502,85.916657,100.977841,115.456019,119.355323,114.118778,98.52456,106.293167,130.183143,2,2,2,1
34.751466,61.902429,61.773682,76.072377,64.034038,65.907971,82.691968,82.329777,81.416905,88.610797,77.517236,71.200047,72.273451,66.141041,99.769785,98.870266,108.711002,126.520008,119.151737,114.915193,37.422834,49.258657,57.470681,52.947988,54.93445,63.138813,65.979956,66.668189,67.570653,65.460707,27.87707,37.921615,57.258401,66.000368,60.369994,70.606877,73.696711,85.824543,72.316788,88.709041,2,1,1,2
34.892053,61.881938,62.529918,75.646935,64.135197,65.858311,82.79749,83.317334,81.834612,88.738389,36.632182,46.972198,79.745224,76.328759,78.583538,110.524416,93.216916,82.07343,120.579534,107.028721,36.3755,48.04291,56.01669,51.748663,53.844206,61.931665,64.900965,65.185717,65.781386,63.982299,28.343741,38.886175,56.980663,65.489499,61.979326,69.844911,74.451429,86.779814,72.900514,88.649129,2,2,1,2
35.025176,61.899154,62.477595,76.159968,64.248888,66.2848,82.555665,83.123082,81.560134,89.285836,34.976204,44.942942,77.748518,74.468324,78.883582,109.822689,92.937025,81.206145,119.200121,106.028499,45.100865,40.375048,71.854434,65.193637,88.897707,88.102355,91.394667,117.758116,108.943166,89.933686,28.359715,38.379934,58.150153,66.428132,62.090479,70.048344,74.829324,86.774081,72.897817,89.347266,2,2,2,2
35.07545,61.943506,62.188518,75.793249,63.808694,66.099946,82.573815,82.976782,81.345809,88.831239,33.948635,45.123555,77.129054,72.522236,76.652811,111.052287,92.133428,79.553744,119.585447,106.943402,37.45308,48.995616,56.964581,52.981583,54.665575,63.056616,65.865045,66.591621,67.075016,65.244245,54.125031,60.672968,83.910399,99.804048,114.818279,118.129354,113.609048,98.901717,106.597033,130.311747,2,2,1,1
35.777612,62.749348,62.960657,76.807362,64.732386,66.996018,83.721476,83.608745,82.285068,90.109877,74.513838,70.680694,71.998859,65.898184,100.723966,99.507728,112.062594,125.124127,118.304413,116.132645,43.976784,38.395818,71.168651,64.477276,88.623848,87.803447,90.180071,116.662588,108.530231,89.414715,52.463663,60.379511,83.865655,99.001328,113.414475,118.074199,112.422713,97.190914,105.386869,128.513237,2,1,2,1
34.036668,61.31594,61.854643,75.39344,63.685826,65.645546,82.384434,82.657662,80.678187,87.962361,35.97994,44.805011,78.272411,74.418345,78.753928,109.597409,91.679622,81.190638,118.572785,105.820809,44.816409,37.537756,71.393379,61.780928,87.208834,88.917933,89.877013,115.105675,107.221569,87.824321,26.133713,37.511154,55.890372,64.873828,60.719133,69.988226,73.924453,85.36747,72.457303,87.528215,2,2,2,2
34.212381,61.012995,61.605008,74.98396,63.709571,65.6507,82.310338,82.778736,80.942125,88.538503,74.976861,71.345419,71.435425,65.098503,98.647516,98.584814,109.849422,123.575706,115.632721,114.207405,42.847243,37.878289,68.817721,62.816762,86.714545,85.538691,88.532485,116.634051,106.612127,88.343882,55.986583,60.388863,83.996694,99.886021,114.410016,117.898821,114.148579,99.717605,107.157352,130.213088,2,1,2,1
34.118605,61.584838,61.449996,75.014564,63.689385,65.868757,82.008895,82.026133,81.172434,88.302399,34.385772,45.581273,77.821554,75.770002,77.859348,108.373875,91.599024,80.46132,119.235239,106.91585,38.17065,50.181901,58.011626,53.87867,55.511547,63.828459,66.997962,67.485267,68.07163,66.055517,54.132992,60.50401,85.714316,99.244403,114.41305,118.39009,114.404662,98.906274,107.02554,128.3531,2,2,1,1
34.346772,61.760727,62.639757,75.731439,64.122627,65.751609,82.11552,82.722069,81.532439,88.795839,33.303206,44.044333,77.967818,73.754602,76.538912,109.02714,91.419632,80.392594,117.38081,107.052263,45.784547,39.496704,71.006563,64.360532,88.69497,89.808791,89.603216,116.339469,107.286648,88.773976,53.267812,60.34271,83.909695,100.395372,114.958155,119.87008,115.154359,98.186324,108.362905,129.269173,2,2,2,1
34.252284,60.551857,61.828358,75.139253,63.438349,65.299964,82.103794,82.171142,80.877427,87.790301,33.645599,44.482242,78.979132,75.598396,77.874778,109.69866,91.647968,81.384183,120.20845,107.142094,37.231598,49.05817,57.041332,52.851747,54.83614,62.953644,65.772122,66.273085,67.240895,64.969598,54.237875,60.10169,85.179442,99.888601,114.322175,117.94663,114.407084,97.954793,104.425182,127.581441,2,2,1,1
34.556611,61.601321,62.190368,76.239346,64.127728,66.148597,82.261586,82.63475,81.597195,89.288864,74.652949,71.71441,70.72629,66.41826,98.849923,97.864896,110.136706,124.810228,117.940678,115.258812,46.995651,40.916506,70.940468,64.36573,89.041358,89.025621,91.01039,117.796398,109.223574,90.121712,53.566689,61.203384,85.54311,100.766391,115.394497,118.261137,113.719697,99.298529,105.482771,130.146415,2,1,2,1
34.652843,61.646218,62.61242,75.250474,63.536475,65.940141,82.740458,82.603321,81.204771,88.515184,35.79709,45.865616,78.352458,76.026955,79.543768,111.199853,93.597429,82.355519,120.104791,107.563981,44.134275,38.18245,69.580848,62.172114,87.393861,88.145178,88.990931,116.290801,106.675548,88.051302,53.109877,61.3611,85.305579,99.662247,114.348848,117.448593,113.68951,97.578554,106.770749,129.518883,2,2,2,1
35.742041,62.942309,63.720273,77.369527,65.522533,67.646911,84.105188,84.93955,83.212159,89.83113,33.53313,45.625166,78.273637,75.304137,78.454142,108.410819,90.590038,81.819569,119.185316,106.837849,44.215015,39.506229,72.335955,63.024624,89.129817,88.633629,90.557399,117.239355,110.506774,89.806228,54.267561,61.095625,86.237912,100.371496,115.700348,118.206465,116.108797,97.518135,106.603976,129.924125,2,2,2,1
36.488166,63.189025,63.583086,77.169976,66.15269,67.533156,83.616645,84.838349,82.693554,90.249874,34.696312,45.566529,79.33205,74.725633,79.176209,112.459487,92.997436,83.026477,120.59209,107.250164,36.497011,48.365692,56.444646,52.136451,54.405558,62.122517,65.246852,65.458724,66.441262,64.337386,27.153584,37.877105,56.248367,65.832618,61.275355,70.7354,75.655926,85.443153,73.003032,88.448912,2,2,1,2
36.626569,63.97682,64.082552,77.941316,65.683654,68.02808,84.327285,84.973103,83.648091,90.279732,35.225349,46.294884,77.852184,75.061959,78.175855,110.305541,91.896544,81.419128,120.131723,106.899926,44.508885,39.033131,69.750044,62.523632,86.500602,87.670496,88.614805,115.628097,107.292439,86.80418,52.636996,58.530926,85.308104,99.503818,113.000159,116.991641,113.578145,96.535057,104.949,128.782107,2,2,2,1
34.418036,61.175373,62.173264,75.640876,63.468262,65.418228,82.135974,82.297547,81.097958,88.094418,33.684463,45.022435,77.70864,73.924667,76.81323,109.438747,92.104295,80.757788,119.639482,107.530315,45.424571,38.884557,71.526591,63.300571,87.752348,88.790136,90.55403,118.004213,108.969517,88.770723,54.201341,60.646325,85.060074,98.842301,114.649223,118.292033,113.537546,98.048039,106.34807,129.919845,2,2,2,1
36.106118,63.586702,63.512735,77.272244,65.561609,67.787505,84.408031,84.269887,83.151981,90.208295,35.052157,45.200777,77.591898,74.731869,77.709759,111.593925,92.273632,81.288826,118.797686,108.502559,45.860047,39.388303,69.72922,63.728463,88.085749,88.1126,89.425723,117.104449,108.77784,88.316323,28.167105,37.548556,57.098016,65.941914,61.681083,70.90883,74.44594,86.391202,72.971011,88.349349,2,2,2,2
33.84639,61.186079,60.889183,74.563133,63.081858,65.114701,81.790373,81.716756,80.442799,87.647162,76.097422,72.197745,73.033835,66.931505,98.701245,99.608376,111.795804,124.125332,118.124307,115.852727,37.562168,49.108638,57.394175,53.086308,54.817322,63.192159,65.953896,66.951097,67.434332,65.342919,51.648098,58.629817,84.010719,97.981175,112.678021,116.280754,113.484813,97.558781,105.121162,127.74437,2,1,1,1
34.160423,61.231539,61.583933,75.606379,63.689614,66.220483,82.78667,82.82723,81.353877,88.487902,74.969275,71.907594,73.14176,69.165464,99.527169,98.800021,110.427851,125.36834,118.150136,115.705284,35.869122,47.88797,55.966563,51.687093,53.524596,61.951602,64.891821,65.0786,65.907311,64.109223,53.137219,59.057677,85.215489,99.531445,113.419102,118.307735,113.225194,98.366044,105.799657,129.490152,2,1,1,1
36.106467,63.453883,63.65412,76.886565,65.606245,67.585934,83.959038,83.782182,82.678532,90.058556,76.158628,70.177328,72.998535,66.508572,98.835081,98.713244,111.297725,125.60405,117.757996,114.756618,44.535075,37.5075,68.07467,62.66503,86.277151,86.867441,88.379621,115.522903,107.96641,87.266947,26.866396,36.823705,56.144009,65.274808,60.505685,69.586226,72.785,85.85418,71.713781,88.515785,2,1,2,2
35.120675,61.309121,62.467734,76.114945,64.523195,66.786834,82.931901,83.009369,82.110513,89.068309,35.219642,45.425904,79.370981,76.547302,79.909355,110.353889,93.360247,81.043663,120.610678,107.376013,35.53963,46.974422,55.162402,50.730489,52.888822,60.983754,63.952917,64.264205,65.28078,63.069666,28.394192,38.573451,56.804205,66.288289,62.066347,71.264249,74.920086,86.950193,73.151725,88.430947,2,2,1,2
35.3481,62.171839,62.281453,75.46596,64.196916,66.315651,82.691708,83.253681,82.259492,88.499299,33.516038,44.753854,78.763408,74.381327,76.668689,111.368895,92.320872,80.771481,120.526967,106.845916,45.957295,41.639689,71.827042,66.755148,88.577982,88.552838,91.093895,119.148611,108.34282,89.328256,27.510542,37.728514,55.96403,65.691743,60.950578,69.468751,74.398896,85.860777,71.905096,87.813483,2,2,2,2
35.306521,62.21959,62.702512,76.420231,64.624509,67.125804,83.739264,83.492823,81.589528,89.377041,35.131095,44.427632,79.290266,74.560962,77.368858,111.08509,91.772176,82.420507,118.477122,107.392138,43.843323,38.865453,69.265566,62.284415,87.457762,87.735462,88.780638,116.412288,106.178142,88.560697,25.841931,36.982531,55.937775,65.008088,60.820252,69.361624,73.163727,85.137253,72.64277,87.350131,2,2,2,2
33.761166,60.831234,61.222772,75.271567,63.078811,64.959686,81.352651,81.928946,80.518908,87.799306,77.000371,70.333862,71.232206,66.73318,100.49205,98.426627,110.890945,125.888559,116.861381,114.76436,35.971444,47.743887,55.565541,51.531631,53.556721,61.686216,64.939596,64.980473,65.805185,63.75356,52.547451,60.059758,84.760905,98.688164,113.943135,115.996153,113.636376,98.498585,104.97564,127.963116,2,1,1,1
34.776018,61.56654,62.562211,76.205024,64.559119,66.087666,82.234491,82.972284,81.549005,88.843076,34.642381,45.411854,79.225036,76.626001,76.976412,110.85841,92.202126,81.316446,119.395982,106.308517,45.452642,39.940819,70.27318,63.518238,88.318964,88.377619,91.278232,116.952362,108.267998,89.434143,27.403176,37.140922,56.013541,65.146113,60.54497,69.170723,73.928101,86.329461,72.898061,87.662052,2,2,2,2
34.694479,61.379433,61.545674,75.131621,63.478358,65.265992,82.636076,83.075119,81.378117,87.795036,74.577819,71.969531,72.406284,65.225925,100.284246,97.759123,111.728424,125.780402,117.098278,114.824586,43.691211,39.375995,71.259026,63.424554,86.874985,87.27552,89.392486,117.860843,108.326084,89.057137,25.704037,36.963339,55.260857,64.105343,60.645919,69.422584,73.343284,85.885667,71.375636,87.135977,2,1,2,2
35.192682,62.526956,62.683621,76.493549,64.626019,66.641328,83.647946,83.56668,82.312006,88.973569,75.876135,70.903263,73.7023,68.139191,99.219736,98.007715,111.296917,126.566838,117.49386,114.615187,36.877219,48.253471,56.674504,52.343043,54.102526,62.089244,65.431461,65.731737,66.669545,64.595995,26.487994,37.928422,55.579955,65.709831,61.277588,69.385108,73.988323,85.070268,72.96449,88.421719,2,1,1,2
34.788369,61.375249,62.113951,76.183081,64.065132,65.91967,82.703584,82.762092,81.442562,88.490541,34.508586,45.176279,76.847397,76.203978,76.479045,109.634285,92.793285,80.942569,119.423754,106.553252,36.747533,48.500156,56.363273,52.340184,54.531474,62.507696,65.417872,66.007615,66.393476,64.377292,55.022246,61.417343,85.714417,99.760799,115.837887,117.202229,114.15754,98.634232,106.511266,129.799629,2,2,1,1
35.106512,61.749379,62.804575,76.066348,64.592396,66.475364,83.032695,83.002419,82.142437,89.601998,34.464775,44.304237,76.999565,75.040431,77.017983,110.078,90.761486,81.600288,119.305554,106.817376,38.125184,49.859257,58.360202,53.902027,55.797398,63.72925,67.117112,67.376245,68.147821,65.906607,53.071284,58.12948,83.752573,98.281224,112.360007,117.672232,112.879424,97.697361,104.891424,127.852713,2,2,1,1
33.923829,61.585508,61.814233,75.021167,63.531361,64.955777,82.107961,82.801456,81.160632,88.385375,34.748842,46.227301,78.797485,74.795739,77.984952,110.884534,92.059563,81.07925,119.428261,106.668561,33.928761,45.623355,53.570692,49.256468,51.243611,59.666516,62.409493,62.862863,63.82065,61.689277,27.12715,37.057965,55.842751,65.461794,60.892186,69.411414,73.569755,85.56435,72.034004,88.787689,2,2,1,2
34.526815,61.670067,61.978829,75.944185,64.701645,65.946316,82.764693,82.539271,81.678226,88.829841,35.451642,44.761632,79.38972,76.324985,79.603735,112.212736,92.58188,81.544699,119.339025,108.088062,36.70388,48.312915,56.663778,52.323403,54.302362,62.360267,65.374881,66.003013,66.565315,64.374891,26.512965,37.941766,55.263809,64.843085,60.930505,69.532888,73.18181,85.371675,73.172365,87.878045,2,2,1,2
35.38388,61.928612,62.128447,75.958685,64.711174,66.098538,82.735458,83.267006,81.842682,88.870141,78.496715,72.310276,73.599691,68.59791,99.027214,99.693817,111.758862,126.04653,118.477193,116.383119,45.851116,39.226755,70.957556,63.743796,88.966939,89.757921,92.640295,118.125188,108.570034,89.837322,54.115908,61.476532,86.318857,100.822518,113.892873,118.925387,113.920584,98.247649,106.891222,128.726706,2,1,2,1
34.235595,61.563898,61.840876,75.136628,63.611228,65.740101,82.646394,82.200555,81.487574,87.98308,76.298188,71.291652,70.81044,68.236938,101.602576,98.660688,110.473184,125.729436,117.746201,114.873758,44.961471,39.215696,71.074387,64.369206,88.905567,87.553043,90.133462,117.050445,108.092294,88.918937,54.79908,61.121179,84.69962,99.96056,113.77584,117.679132,114.082174,97.039659,105.496308,128.543751,2,1,2,1
34.420685,61.512183,61.431291,75.458351,64.165542,66.173208,82.793071,82.873926,81.81743,88.671491,34.882744,44.659299,77.517942,74.901517,77.224643,110.629358,90.669765,81.291642,119.065848,107.74162,45.458512,37.814598,69.736563,60.605466,87.081866,87.870506,89.409002,115.843504,107.351406,87.356314,25.794987,37.165987,55.112314,64.675259,59.735879,68.892696,73.421649,84.509265,71.056292,87.821709,2,2,2,2
34.626328,62.006797,62.420925,75.869855,63.835433,66.184614,82.221348,82.957069,81.83522,88.586434,36.082765,46.796141,80.225548,75.471085,77.720404,110.490291,93.060681,81.643241,119.735651,106.560947,34.584324,46.685736,54.442502,50.536503,52.25389,60.825023,63.361462,63.989153,64.680173,62.550668,53.998915,61.009711,86.691096,101.820857,112.848408,120.848951,114.632022,98.474997,106.892985,128.882854,2,2,1,1
35.3098,62.951307,62.646326,76.039801,64.889683,66.881674,83.591453,83.378193,82.471486,89.095392,35.126813,45.98483,78.921576,75.063699,78.959631,111.582225,91.453961,81.380709,119.826541,106.688546,35.85563,48.025872,55.826959,51.554433,53.386883,61.900802,64.32585,65.100589,65.812136,63.866959,26.613586,38.070291,56.137572,65.183793,60.269961,70.299901,72.704462,85.729985,73.531483,87.42209,2,2,1,2
34.65044,61.800358,61.827776,75.614759,64.241577,65.321211,82.337297,83.722021,81.823284,88.778678,33.982428,46.076265,78.692188,74.437793,77.723864,110.1058,92.878508,81.497271,120.434013,106.224412,44.79349,39.566165,71.372499,64.250645,89.726056,88.953401,90.570297,117.787735,108.588197,89.312215,25.983041,36.349453,54.829872,63.540896,59.96261,69.070499,73.74623,84.447067,71.018564,86.626958,2,2,2,2
35.696212,63.315197,63.116988,77.156064,65.124628,67.511148,83.327992,83.951243,82.819084,89.696176,75.729389,72.391814,73.278046,67.50286,101.190271,101.405695,111.153997,127.210989,118.22436,114.85859,45.486618,38.448031,72.05168,65.232094,88.56364,89.086908,89.807003,118.430092,108.580756,89.481431,26.352016,37.718325,55.903021,64.676218,59.989824,69.012314,73.014536,84.852596,72.105053,86.85369,2,1,2,2
35.844028,63.340741,63.402144,77.140005,66.009133,67.969216,84.608765,84.188203,82.92254,90.546184,76.20177,72.409716,73.125273,67.808107,100.194268,101.134682,111.143082,126.835199,118.186127,115.518321,46.940837,40.73889,71.968845,64.588029,88.962557,89.830063,90.071819,117.872835,109.785718,90.208731,27.512129,36.823054,55.875087,65.855272,60.828177,69.349357,73.029776,85.232558,72.827259,88.406937,2,1,2,2
33.819935,61.217819,61.191114,74.973388,63.021684,65.331913,81.509444,81.694455,80.829947,87.564045,34.032622,46.077754,79.069409,75.986095,77.996452,110.940295,93.091226,82.015992,119.089035,108.322124,43.259118,36.250643,69.845638,61.752344,87.189786,87.142127,89.456395,115.659543,107.315972,87.548365,53.232076,60.317671,84.518101,100.649184,113.879261,117.278822,114.173384,97.580703,105.809763,128.292994,2,2,2,1
35.089278,61.698477,62.152374,76.64137,64.309175,66.447229,82.927543,83.350171,81.548172,88.292599,76.11844,70.769658,72.394192,66.584348,99.458282,99.794442,111.550911,125.357904,116.405305,114.340632,45.167235,39.259711,70.458141,63.55253,88.01571,87.158955,88.426991,115.407329,107.163702,89.533684,26.594858,36.747471,56.239936,65.257177,60.49399,69.644964,73.571368,85.758113,71.567537,88.341937,2,1,2,2
35.856046,63.023086,63.190329,76.545517,64.723894,67.041917,83.39683,83.292106,82.877236,89.850189,75.642816,71.714203,74.232058,67.659597,101.055435,99.853196,111.769833,126.960583,119.629045,116.672952,37.635277,49.424093,57.298666,52.945151,55.0504,63.120974,66.1866,66.286276,67.428943,65.474373,52.430248,60.236668,84.831292,98.565642,112.787686,117.874098,113.382845,98.279366,105.51876,129.58348,2,1,1,1
35.102222,62.708999,62.399333,76.517204,64.759267,67.27394,83.170224,83.662086,82.517012,89.645732,76.894833,72.030437,72.782372,67.951375,100.802067,99.57112,109.672876,125.488511,117.691026,116.063736,37.360561,49.042566,56.891749,53.055927,54.910176,62.637771,65.985559,66.214624,67.247836,64.69576,54.147998,61.04954,84.654767,99.618774,114.293302,119.886172,114.84644,98.419755,107.441416,129.378452,2,1,1,1
35.086486,62.204432,62.80174,76.340954,64.30706,66.537003,83.290109,83.599908,82.54525,89.292116,36.553472,47.144083,81.259958,76.512628,79.708299,112.364594,93.865858,82.902586,121.067918,109.7681,44.748084,38.830235,71.279537,63.865715,88.76787,89.958924,91.340456,116.963235,106.533886,87.661945,24.979029,35.842676,54.524072,63.956283,59.397021,67.916951,71.798345,83.89821,70.9155,86.626669,2,2,2,2
34.067421,61.208577,61.861977,75.540752,63.437424,65.280611,82.273317,82.16741,81.181376,88.111839,36.153667,45.425343,78.145616,74.910787,77.659584,110.829209,90.716605,80.192681,120.216425,106.862081,46.818118,38.94708,73.525052,65.150117,88.335514,89.855251,92.088396,119.718664,108.566035,90.064171,54.00469,61.074324,85.640834,99.773935,114.495167,119.550063,114.978659,99.105494,106.287897,128.862776,2,2,2,1
36.539897,63.673268,63.624063,77.162229,66.036234,67.342272,84.223652,84.231348,83.547268,90.185526,33.781641,45.352027,79.189429,74.300361,77.935001,110.077813,92.211307,80.466146,117.635421,107.422209,37.187495,48.941218,57.293471,52.658143,54.588837,62.735576,65.800404,66.359811,67.114385,64.991794,26.567579,36.949309,56.068073,65.568158,60.779815,69.693743,73.518641,84.908558,72.79185,88.043898,2,2,1,2
34.618261,61.537179,62.200969,76.005774,64.466789,65.838364,82.906493,82.575115,81.381054,88.1829,75.446302,69.405761,72.39884,66.846704,98.344017,98.783946,109.316117,124.86272,116.960201,114.579473,37.403096,49.391964,57.09602,53.135039,54.718402,62.933977,65.984689,66.534674,67.273491,65.0957,54.670082,61.658257,86.054727,100.347786,115.070645,117.339913,114.667715,99.429773,107.720188,129.947123,2,1,1,1
34.756275,61.365159,62.107357,74.918098,63.97996,65.901968,82.179693,82.218717,81.159474,89.086599,75.652758,73.875915,73.940889,67.785771,99.124259,98.777456,112.04753,127.290254,118.658186,117.178824,45.958811,38.848938,72.157032,62.941407,87.534317,87.969826,91.121525,117.187103,108.412702,89.490752,52.023777,58.020211,83.489185,98.928436,113.474692,117.720582,113.121456,96.897265,104.591728,127.297675,2,1,2,1
34.425789,60.716246,61.288141,75.213205,63.067711,65.443396,81.96666,82.033027,80.556359,87.855245,77.992509,70.917324,72.038809,69.09177,100.425457,99.490331,111.272843,125.826668,117.453044,115.377919,45.826889,39.941453,72.161555,64.802387,88.454557,89.854675,91.654714,117.627253,107.553521,91.427529,28.000056,39.010025,57.784932,66.238804,62.359058,69.868503,75.096551,86.761819,74.112324,88.326923,2,1,2,2
35.710332,62.717731,63.095124,76.922727,65.044466,67.001257,83.250265,83.760245,82.11551,89.766578,34.685928,44.960946,77.248341,73.866663,78.091768,108.582011,92.219491,79.067318,118.702179,106.706627,36.289464,47.858741,56.127349,51.803903,53.692069,61.778741,64.577525,65.337964,66.170453,63.908817,27.769765,37.600518,56.451186,66.151019,61.047333,70.358577,73.594941,86.34997,73.155616,87.946921,2,2,1,2
34.39404,61.814032,61.970244,75.564165,64.294582,65.746328,82.802214,82.825128,80.862558,88.701755,75.774679,71.043918,70.639462,66.16212,100.063406,97.775089,110.747799,123.972789,116.92637,115.651201,38.11871,49.541745,58.064781,53.317331,55.244231,63.39048,66.771258,67.359456,67.630977,65.798119,26.999372,36.60023,56.714659,64.194098,60.574957,69.848026,74.166927,85.840904,71.810174,87.862451,2,1,1,2
